event_id,mode,dataset,sample_id,decode_step,layer_id,head_id,policy,lead_ms,slack_ms,candidate_count,selected_blocks,predicted_blocks,semantic_tp,semantic_fp,semantic_fn
controlled-2432,controlled,hit_75,lead_4/rep_10,11,0,0,Oracle,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2433,controlled,hit_75,lead_4/rep_11,12,0,0,No-Selected-Prefetch,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2434,controlled,hit_75,lead_4/rep_11,12,0,0,History-Last1,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2435,controlled,hit_75,lead_4/rep_11,12,0,0,Oracle,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2436,controlled,hit_75,lead_4/rep_12,13,0,0,No-Selected-Prefetch,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2437,controlled,hit_75,lead_4/rep_12,13,0,0,History-Last1,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2438,controlled,hit_75,lead_4/rep_12,13,0,0,Oracle,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2439,controlled,hit_75,lead_4/rep_13,14,0,0,No-Selected-Prefetch,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2440,controlled,hit_75,lead_4/rep_13,14,0,0,History-Last1,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2441,controlled,hit_75,lead_4/rep_13,14,0,0,Oracle,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2442,controlled,hit_75,lead_4/rep_14,15,0,0,No-Selected-Prefetch,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2443,controlled,hit_75,lead_4/rep_14,15,0,0,History-Last1,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2444,controlled,hit_75,lead_4/rep_14,15,0,0,Oracle,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2445,controlled,hit_75,lead_4/rep_15,16,0,0,No-Selected-Prefetch,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2446,controlled,hit_75,lead_4/rep_15,16,0,0,History-Last1,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2447,controlled,hit_75,lead_4/rep_15,16,0,0,Oracle,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2448,controlled,hit_75,lead_4/rep_16,17,0,0,No-Selected-Prefetch,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2449,controlled,hit_75,lead_4/rep_16,17,0,0,History-Last1,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2450,controlled,hit_75,lead_4/rep_16,17,0,0,Oracle,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2451,controlled,hit_75,lead_4/rep_17,18,0,0,No-Selected-Prefetch,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2452,controlled,hit_75,lead_4/rep_17,18,0,0,History-Last1,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2453,controlled,hit_75,lead_4/rep_17,18,0,0,Oracle,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2454,controlled,hit_75,lead_4/rep_18,19,0,0,No-Selected-Prefetch,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2455,controlled,hit_75,lead_4/rep_18,19,0,0,History-Last1,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2456,controlled,hit_75,lead_4/rep_18,19,0,0,Oracle,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2457,controlled,hit_75,lead_4/rep_19,20,0,0,No-Selected-Prefetch,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2458,controlled,hit_75,lead_4/rep_19,20,0,0,History-Last1,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2459,controlled,hit_75,lead_4/rep_19,20,0,0,Oracle,4.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2460,controlled,hit_75,lead_8/rep_0,1,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2461,controlled,hit_75,lead_8/rep_0,1,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2462,controlled,hit_75,lead_8/rep_0,1,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2463,controlled,hit_75,lead_8/rep_1,2,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2464,controlled,hit_75,lead_8/rep_1,2,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2465,controlled,hit_75,lead_8/rep_1,2,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2466,controlled,hit_75,lead_8/rep_2,3,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2467,controlled,hit_75,lead_8/rep_2,3,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2468,controlled,hit_75,lead_8/rep_2,3,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2469,controlled,hit_75,lead_8/rep_3,4,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2470,controlled,hit_75,lead_8/rep_3,4,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2471,controlled,hit_75,lead_8/rep_3,4,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2472,controlled,hit_75,lead_8/rep_4,5,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2473,controlled,hit_75,lead_8/rep_4,5,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2474,controlled,hit_75,lead_8/rep_4,5,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2475,controlled,hit_75,lead_8/rep_5,6,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2476,controlled,hit_75,lead_8/rep_5,6,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2477,controlled,hit_75,lead_8/rep_5,6,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2478,controlled,hit_75,lead_8/rep_6,7,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2479,controlled,hit_75,lead_8/rep_6,7,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2480,controlled,hit_75,lead_8/rep_6,7,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2481,controlled,hit_75,lead_8/rep_7,8,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2482,controlled,hit_75,lead_8/rep_7,8,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2483,controlled,hit_75,lead_8/rep_7,8,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2484,controlled,hit_75,lead_8/rep_8,9,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2485,controlled,hit_75,lead_8/rep_8,9,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2486,controlled,hit_75,lead_8/rep_8,9,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2487,controlled,hit_75,lead_8/rep_9,10,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2488,controlled,hit_75,lead_8/rep_9,10,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2489,controlled,hit_75,lead_8/rep_9,10,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2490,controlled,hit_75,lead_8/rep_10,11,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2491,controlled,hit_75,lead_8/rep_10,11,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2492,controlled,hit_75,lead_8/rep_10,11,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2493,controlled,hit_75,lead_8/rep_11,12,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2494,controlled,hit_75,lead_8/rep_11,12,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2495,controlled,hit_75,lead_8/rep_11,12,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2496,controlled,hit_75,lead_8/rep_12,13,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2497,controlled,hit_75,lead_8/rep_12,13,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2498,controlled,hit_75,lead_8/rep_12,13,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2499,controlled,hit_75,lead_8/rep_13,14,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2500,controlled,hit_75,lead_8/rep_13,14,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2501,controlled,hit_75,lead_8/rep_13,14,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2502,controlled,hit_75,lead_8/rep_14,15,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2503,controlled,hit_75,lead_8/rep_14,15,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2504,controlled,hit_75,lead_8/rep_14,15,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2505,controlled,hit_75,lead_8/rep_15,16,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2506,controlled,hit_75,lead_8/rep_15,16,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2507,controlled,hit_75,lead_8/rep_15,16,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2508,controlled,hit_75,lead_8/rep_16,17,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2509,controlled,hit_75,lead_8/rep_16,17,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2510,controlled,hit_75,lead_8/rep_16,17,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2511,controlled,hit_75,lead_8/rep_17,18,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2512,controlled,hit_75,lead_8/rep_17,18,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2513,controlled,hit_75,lead_8/rep_17,18,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2514,controlled,hit_75,lead_8/rep_18,19,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2515,controlled,hit_75,lead_8/rep_18,19,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2516,controlled,hit_75,lead_8/rep_18,19,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2517,controlled,hit_75,lead_8/rep_19,20,0,0,No-Selected-Prefetch,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2518,controlled,hit_75,lead_8/rep_19,20,0,0,History-Last1,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;10;11;12;13;14;15;16;17;18;19;20;21,12,4,4
controlled-2519,controlled,hit_75,lead_8/rep_19,20,0,0,Oracle,8.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2520,controlled,hit_81.25,lead_0/rep_0,1,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2521,controlled,hit_81.25,lead_0/rep_0,1,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
controlled-2522,controlled,hit_81.25,lead_0/rep_0,1,0,0,Oracle,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2523,controlled,hit_81.25,lead_0/rep_1,2,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2524,controlled,hit_81.25,lead_0/rep_1,2,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
controlled-2525,controlled,hit_81.25,lead_0/rep_1,2,0,0,Oracle,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2526,controlled,hit_81.25,lead_0/rep_2,3,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2527,controlled,hit_81.25,lead_0/rep_2,3,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
controlled-2528,controlled,hit_81.25,lead_0/rep_2,3,0,0,Oracle,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2529,controlled,hit_81.25,lead_0/rep_3,4,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2530,controlled,hit_81.25,lead_0/rep_3,4,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
controlled-2531,controlled,hit_81.25,lead_0/rep_3,4,0,0,Oracle,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2532,controlled,hit_81.25,lead_0/rep_4,5,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2533,controlled,hit_81.25,lead_0/rep_4,5,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
controlled-2534,controlled,hit_81.25,lead_0/rep_4,5,0,0,Oracle,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2535,controlled,hit_81.25,lead_0/rep_5,6,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2536,controlled,hit_81.25,lead_0/rep_5,6,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
controlled-2537,controlled,hit_81.25,lead_0/rep_5,6,0,0,Oracle,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2538,controlled,hit_81.25,lead_0/rep_6,7,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2539,controlled,hit_81.25,lead_0/rep_6,7,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
controlled-2540,controlled,hit_81.25,lead_0/rep_6,7,0,0,Oracle,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2541,controlled,hit_81.25,lead_0/rep_7,8,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2542,controlled,hit_81.25,lead_0/rep_7,8,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
controlled-2543,controlled,hit_81.25,lead_0/rep_7,8,0,0,Oracle,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2544,controlled,hit_81.25,lead_0/rep_8,9,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2545,controlled,hit_81.25,lead_0/rep_8,9,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
controlled-2546,controlled,hit_81.25,lead_0/rep_8,9,0,0,Oracle,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2547,controlled,hit_81.25,lead_0/rep_9,10,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2548,controlled,hit_81.25,lead_0/rep_9,10,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
controlled-2549,controlled,hit_81.25,lead_0/rep_9,10,0,0,Oracle,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2550,controlled,hit_81.25,lead_0/rep_10,11,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2551,controlled,hit_81.25,lead_0/rep_10,11,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
controlled-2552,controlled,hit_81.25,lead_0/rep_10,11,0,0,Oracle,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2553,controlled,hit_81.25,lead_0/rep_11,12,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2554,controlled,hit_81.25,lead_0/rep_11,12,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
controlled-2555,controlled,hit_81.25,lead_0/rep_11,12,0,0,Oracle,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-2556,controlled,hit_81.25,lead_0/rep_12,13,0,0,No-Selected-Prefetch,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-2557,controlled,hit_81.25,lead_0/rep_12,13,0,0,History-Last1,0.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;10;11;12;13;14;15;16;17;18;19;20;21;22,13,3,3
