event_id,mode,dataset,sample_id,decode_step,layer_id,head_id,policy,lead_ms,slack_ms,candidate_count,selected_blocks,predicted_blocks,semantic_tp,semantic_fp,semantic_fn
controlled-965,controlled,hit_50,lead_0.5/rep_1,2,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-966,controlled,hit_50,lead_0.5/rep_2,3,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-967,controlled,hit_50,lead_0.5/rep_2,3,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-968,controlled,hit_50,lead_0.5/rep_2,3,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-969,controlled,hit_50,lead_0.5/rep_3,4,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-970,controlled,hit_50,lead_0.5/rep_3,4,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-971,controlled,hit_50,lead_0.5/rep_3,4,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-972,controlled,hit_50,lead_0.5/rep_4,5,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-973,controlled,hit_50,lead_0.5/rep_4,5,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-974,controlled,hit_50,lead_0.5/rep_4,5,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-975,controlled,hit_50,lead_0.5/rep_5,6,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-976,controlled,hit_50,lead_0.5/rep_5,6,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-977,controlled,hit_50,lead_0.5/rep_5,6,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-978,controlled,hit_50,lead_0.5/rep_6,7,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-979,controlled,hit_50,lead_0.5/rep_6,7,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-980,controlled,hit_50,lead_0.5/rep_6,7,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-981,controlled,hit_50,lead_0.5/rep_7,8,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-982,controlled,hit_50,lead_0.5/rep_7,8,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-983,controlled,hit_50,lead_0.5/rep_7,8,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-984,controlled,hit_50,lead_0.5/rep_8,9,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-985,controlled,hit_50,lead_0.5/rep_8,9,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-986,controlled,hit_50,lead_0.5/rep_8,9,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-987,controlled,hit_50,lead_0.5/rep_9,10,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-988,controlled,hit_50,lead_0.5/rep_9,10,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-989,controlled,hit_50,lead_0.5/rep_9,10,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-990,controlled,hit_50,lead_0.5/rep_10,11,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-991,controlled,hit_50,lead_0.5/rep_10,11,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-992,controlled,hit_50,lead_0.5/rep_10,11,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-993,controlled,hit_50,lead_0.5/rep_11,12,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-994,controlled,hit_50,lead_0.5/rep_11,12,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-995,controlled,hit_50,lead_0.5/rep_11,12,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-996,controlled,hit_50,lead_0.5/rep_12,13,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-997,controlled,hit_50,lead_0.5/rep_12,13,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-998,controlled,hit_50,lead_0.5/rep_12,13,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-999,controlled,hit_50,lead_0.5/rep_13,14,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1000,controlled,hit_50,lead_0.5/rep_13,14,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1001,controlled,hit_50,lead_0.5/rep_13,14,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1002,controlled,hit_50,lead_0.5/rep_14,15,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1003,controlled,hit_50,lead_0.5/rep_14,15,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1004,controlled,hit_50,lead_0.5/rep_14,15,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1005,controlled,hit_50,lead_0.5/rep_15,16,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1006,controlled,hit_50,lead_0.5/rep_15,16,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1007,controlled,hit_50,lead_0.5/rep_15,16,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1008,controlled,hit_50,lead_0.5/rep_16,17,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1009,controlled,hit_50,lead_0.5/rep_16,17,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1010,controlled,hit_50,lead_0.5/rep_16,17,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1011,controlled,hit_50,lead_0.5/rep_17,18,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1012,controlled,hit_50,lead_0.5/rep_17,18,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1013,controlled,hit_50,lead_0.5/rep_17,18,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1014,controlled,hit_50,lead_0.5/rep_18,19,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1015,controlled,hit_50,lead_0.5/rep_18,19,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1016,controlled,hit_50,lead_0.5/rep_18,19,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1017,controlled,hit_50,lead_0.5/rep_19,20,0,0,No-Selected-Prefetch,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1018,controlled,hit_50,lead_0.5/rep_19,20,0,0,History-Last1,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1019,controlled,hit_50,lead_0.5/rep_19,20,0,0,Oracle,0.5,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1020,controlled,hit_50,lead_1/rep_0,1,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1021,controlled,hit_50,lead_1/rep_0,1,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1022,controlled,hit_50,lead_1/rep_0,1,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1023,controlled,hit_50,lead_1/rep_1,2,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1024,controlled,hit_50,lead_1/rep_1,2,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1025,controlled,hit_50,lead_1/rep_1,2,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1026,controlled,hit_50,lead_1/rep_2,3,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1027,controlled,hit_50,lead_1/rep_2,3,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1028,controlled,hit_50,lead_1/rep_2,3,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1029,controlled,hit_50,lead_1/rep_3,4,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1030,controlled,hit_50,lead_1/rep_3,4,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1031,controlled,hit_50,lead_1/rep_3,4,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1032,controlled,hit_50,lead_1/rep_4,5,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1033,controlled,hit_50,lead_1/rep_4,5,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1034,controlled,hit_50,lead_1/rep_4,5,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1035,controlled,hit_50,lead_1/rep_5,6,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1036,controlled,hit_50,lead_1/rep_5,6,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1037,controlled,hit_50,lead_1/rep_5,6,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1038,controlled,hit_50,lead_1/rep_6,7,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1039,controlled,hit_50,lead_1/rep_6,7,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1040,controlled,hit_50,lead_1/rep_6,7,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1041,controlled,hit_50,lead_1/rep_7,8,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1042,controlled,hit_50,lead_1/rep_7,8,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1043,controlled,hit_50,lead_1/rep_7,8,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1044,controlled,hit_50,lead_1/rep_8,9,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1045,controlled,hit_50,lead_1/rep_8,9,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1046,controlled,hit_50,lead_1/rep_8,9,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1047,controlled,hit_50,lead_1/rep_9,10,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1048,controlled,hit_50,lead_1/rep_9,10,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1049,controlled,hit_50,lead_1/rep_9,10,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1050,controlled,hit_50,lead_1/rep_10,11,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1051,controlled,hit_50,lead_1/rep_10,11,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1052,controlled,hit_50,lead_1/rep_10,11,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1053,controlled,hit_50,lead_1/rep_11,12,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1054,controlled,hit_50,lead_1/rep_11,12,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1055,controlled,hit_50,lead_1/rep_11,12,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1056,controlled,hit_50,lead_1/rep_12,13,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1057,controlled,hit_50,lead_1/rep_12,13,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1058,controlled,hit_50,lead_1/rep_12,13,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1059,controlled,hit_50,lead_1/rep_13,14,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1060,controlled,hit_50,lead_1/rep_13,14,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1061,controlled,hit_50,lead_1/rep_13,14,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1062,controlled,hit_50,lead_1/rep_14,15,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1063,controlled,hit_50,lead_1/rep_14,15,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1064,controlled,hit_50,lead_1/rep_14,15,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1065,controlled,hit_50,lead_1/rep_15,16,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1066,controlled,hit_50,lead_1/rep_15,16,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1067,controlled,hit_50,lead_1/rep_15,16,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1068,controlled,hit_50,lead_1/rep_16,17,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1069,controlled,hit_50,lead_1/rep_16,17,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1070,controlled,hit_50,lead_1/rep_16,17,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1071,controlled,hit_50,lead_1/rep_17,18,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1072,controlled,hit_50,lead_1/rep_17,18,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1073,controlled,hit_50,lead_1/rep_17,18,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1074,controlled,hit_50,lead_1/rep_18,19,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1075,controlled,hit_50,lead_1/rep_18,19,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1076,controlled,hit_50,lead_1/rep_18,19,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1077,controlled,hit_50,lead_1/rep_19,20,0,0,No-Selected-Prefetch,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1078,controlled,hit_50,lead_1/rep_19,20,0,0,History-Last1,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1079,controlled,hit_50,lead_1/rep_19,20,0,0,Oracle,1.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1080,controlled,hit_50,lead_2/rep_0,1,0,0,No-Selected-Prefetch,2.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1081,controlled,hit_50,lead_2/rep_0,1,0,0,History-Last1,2.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1082,controlled,hit_50,lead_2/rep_0,1,0,0,Oracle,2.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1083,controlled,hit_50,lead_2/rep_1,2,0,0,No-Selected-Prefetch,2.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1084,controlled,hit_50,lead_2/rep_1,2,0,0,History-Last1,2.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1085,controlled,hit_50,lead_2/rep_1,2,0,0,Oracle,2.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1086,controlled,hit_50,lead_2/rep_2,3,0,0,No-Selected-Prefetch,2.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1087,controlled,hit_50,lead_2/rep_2,3,0,0,History-Last1,2.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
controlled-1088,controlled,hit_50,lead_2/rep_2,3,0,0,Oracle,2.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,16,0,0
controlled-1089,controlled,hit_50,lead_2/rep_3,4,0,0,No-Selected-Prefetch,2.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,0,0,16
controlled-1090,controlled,hit_50,lead_2/rep_3,4,0,0,History-Last1,2.0,0.0,128,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0;1;2;3;4;5;6;7;10;11;12;13;14;15;16;17,8,8,8
